SourceFile,RecordLocator,RecordId,TicketNumber,BookingDate,ProcessingStage,FailureCategory,FailureReason,TechnicalDetails,CanRetry,RequiredAction,Timestamp,OriginalName,OriginalDescription
October,GYUUFZ,N/A,0272119208414,2025-10-03T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1700,"Record from 10/22/2025, 8:02:13.512 AM"
October,UJOPIM,N/A,0272113350486,2025-08-02T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1712,"Record from 10/22/2025, 7:04:56.524 AM"
October,OJUCIJ,N/A,0272121270396,2025-10-24T04:16:45.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1734,"Record from 10/24/2025, 10:31:07.361 AM"
October,UQCOIF,N/A,0272117489978,2025-09-16T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1737,"Record from 10/24/2025, 8:34:49.882 AM"
October,JNHOBM,N/A,0272119736181,2025-10-08T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1738,"Record from 10/24/2025, 8:47:15.601 AM"
October,OOBYQQ,N/A,0272399673048,2025-03-15T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1742,"Record from 10/24/2025, 8:15:31.922 AM"
October,MGEJQF,N/A,0277238548893,2025-10-01T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1749,"Record from 10/24/2025, 7:31:15.344 AM"
October,EXDLQV,N/A,0277338349402,2025-10-06T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1757,"Record from 10/24/2025, 6:44:23.905 AM"
October,QVCFHP,N/A,0272118430412,2025-09-25T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1759,"Record from 10/23/2025, 8:40:26.329 PM"
October,GBMJTA,N/A,0272120387574,2025-10-15T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1778,"Record from 10/23/2025, 8:57:43.041 PM"
October,UTYNWG,N/A,0272115046237,2025-08-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1810,"Record from 10/24/2025, 7:50:32.803 PM"
October,UTIRPR,N/A,0272121122197,2025-10-22T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1811,"Record from 10/24/2025, 7:25:35.941 PM"
October,NOUAIJ,N/A,0272119533066,2025-10-07T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1812,"Record from 10/24/2025, 7:55:56.180 PM"
October,OSQVQJ,N/A,0272112473697,2025-07-24T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1813,"Record from 10/7/2025, 5:32:19.933 AM"
October,MGROQI,N/A,0272114785612,2025-08-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1814,"Record from 10/7/2025, 5:06:42.900 AM"
October,GXPQBV,N/A,0272118041755,2025-09-22T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1815,"Record from 10/7/2025, 1:14:40.241 AM"
October,LPPPTT,N/A,0272117459143,2025-09-15T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1816,"Record from 10/7/2025, 12:20:43.751 AM"
October,LGSNTZ,N/A,0272118037719,2025-09-22T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1817,"Record from 10/7/2025, 12:22:05.962 AM"
October,JVPDHA,N/A,0272117306262,2025-09-14T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1818,"Record from 10/7/2025, 12:25:30.134 AM"
October,KRJHXT,N/A,0272119171941,2025-10-03T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1824,"Record from 10/6/2025, 10:08:39.239 PM"
October,WITOYS,N/A,0272119214423,2025-10-03T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1825,"Record from 10/6/2025, 10:25:02.971 PM"
October,LWZDDO,N/A,0272119179486,2025-10-03T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1826,"Record from 10/6/2025, 10:14:30.339 PM"
October,JJMKQT,N/A,0277337675166,2025-10-02T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1827,"Record from 10/6/2025, 10:18:43.568 PM"
October,HYZVJO,N/A,0272113646264,2025-08-06T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1831,"Record from 10/6/2025, 6:13:53.877 PM"
October,UFBAGZ,N/A,0272109047298,2025-06-19T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1838,"Record from 10/7/2025, 12:14:12.285 AM"
October,HDCZCM,N/A,0272120834292,2025-10-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1839,"Record from 10/23/2025, 2:05:41.515 PM"
October,QYMOWK,N/A,0272117978380,2025-09-21T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1841,"Record from 10/23/2025, 1:49:07.458 PM"
October,ALAKTS,N/A,0272116036117,2025-09-01T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1843,"Record from 10/23/2025, 8:16:13.981 AM"
October,GRYMTZ,N/A,0272120991549,2025-10-21T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1852,"Record from 10/23/2025, 7:04:06.968 AM"
October,OSLEXP,N/A,N/A,10/17/2025 12:00:00 AM,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1873,"Record from 10/18/2025, 1:25:29.431 AM"
October,NNYOBI,N/A,0272100570597,2025-03-24T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1874,"Record from 10/18/2025, 1:13:20.559 AM"
October,NBYMLF,N/A,0272393481673,2025-01-10T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1875,"Record from 10/18/2025, 1:28:14.447 AM"
October,QEZVJS,N/A,0277333935226,2025-09-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1881,"Record from 10/17/2025, 5:52:01.421 AM"
October,SUFMXA,N/A,0272119704005,2025-10-08T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1888,"Record from 10/18/2025, 3:50:44.551 AM"
October,ELCTVZ,N/A,0272119527511,2025-10-06T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1889,"Record from 10/18/2025, 6:04:28.746 AM"
October,OQCUBZ,N/A,1052756005122,2025-09-18T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1890,"Record from 10/18/2025, 4:59:06.626 AM"
October,QKUAMF,N/A,0272114064051,2025-08-09T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1891,"Record from 10/18/2025, 6:42:22.379 AM"
October,EDLSIY,N/A,0272115007767,2025-08-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1892,"Record from 10/18/2025, 6:14:04.144 AM"
October,MHPHEG,N/A,0272117246076,2025-09-13T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1893,"Record from 10/18/2025, 4:58:03.575 AM"
October,JZNDSU,N/A,0272116270039,2025-09-03T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1894,"Record from 10/18/2025, 7:42:35.523 PM"
October,OMQPNH,N/A,0272120591103,2025-10-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1897,"Record from 10/18/2025, 7:44:00.912 PM"
October,UWEWNR,N/A,0272104200233,2025-05-01T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1898,"Record from 10/18/2025, 1:41:53.413 PM"
October,ONKGMO,N/A,0272118849120,2025-09-30T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1899,"Record from 10/18/2025, 6:10:26.277 PM"
October,HKVUQD,N/A,0277332070010,2025-09-10T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1910,"Record from 10/18/2025, 8:44:04.671 AM"
October,WVUFPG,N/A,0272115521852,2025-08-26T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1911,"Record from 10/18/2025, 8:34:22.751 AM"
October,ARAQEU,N/A,0272117772009,2025-09-18T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1912,"Record from 10/18/2025, 7:40:07.177 AM"
October,QNSIAU,N/A,0272115850088,2025-08-29T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1915,"Record from 10/18/2025, 7:12:18.374 AM"
October,DGOUBD,N/A,0272119475989,2025-10-06T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1919,"Record from 10/18/2025, 6:54:09.590 AM"
October,LCRIJK,N/A,0272120586836,2025-10-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1920,"Record from 10/18/2025, 6:38:54.631 AM"
October,MPNXOW,N/A,0277341164432,2025-10-17T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1923,"Record from 10/18/2025, 5:18:20.941 AM"
October,DZQQNB,N/A,0277341505811,2025-10-18T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1924,"Record from 10/26/2025, 11:01:54.355 PM"
October,EANZLV,N/A,0272121079359,2025-10-22T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1927,"Record from 10/26/2025, 11:31:45.848 PM"
October,JRLQZW,N/A,0272121161261,2025-10-23T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1928,"Record from 10/26/2025, 10:21:02.353 PM"
October,GDYYOF,N/A,0272114976745,2025-08-19T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1931,"Record from 10/26/2025, 10:43:20.487 PM"
October,KUMBJF,N/A,0272118547164,2025-09-27T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1932,"Record from 10/26/2025, 10:48:54.884 PM"
October,AWPYNG,N/A,0272119920768,2025-10-10T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1936,"Record from 10/15/2025, 7:03:17.849 PM"
October,FJFEOY,N/A,0272115799910,2025-08-28T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1940,"Record from 10/15/2025, 6:34:15.656 PM"
October,DLYQNH,N/A,0272120349490,2025-10-15T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1957,"Record from 10/15/2025, 7:11:51.806 PM"
October,CHPKLF,N/A,0272120268677,2025-10-14T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1967,"Record from 10/15/2025, 8:10:01.089 PM"
October,HDHPIW,N/A,0272115157051,2025-08-21T11:39:26.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1970,"Record from 10/7/2025, 4:25:12.860 AM"
October,KMFSFS,N/A,0272118955262,2025-10-01T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1974,"Record from 10/7/2025, 2:21:36.579 AM"
October,QDYGYR,N/A,0272119263918,2025-10-04T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1975,"Record from 10/7/2025, 2:25:36.449 AM"
October,OOKPIC,N/A,1732314872614,2025-08-06T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1976,"Record from 10/7/2025, 3:18:55.805 AM"
October,JMOUKI,N/A,0272119396031,2025-10-05T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1977,"Record from 10/7/2025, 3:21:57.798 AM"
October,JDJNMI,N/A,0277291458637,2025-05-13T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1978,"Record from 10/7/2025, 3:23:15.525 AM"
October,IHMSYU,N/A,0272109910629,2025-06-28T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1980,"Record from 10/12/2025, 12:08:44.299 AM"
October,DWINWC,N/A,0272116320031,2025-09-03T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1981,"Record from 10/12/2025, 12:10:03.420 AM"
October,YDJOUQ,N/A,0272119975468,2025-10-11T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1982,"Record from 10/11/2025, 11:33:55.774 PM"
October,KSGORC,N/A,0272119483098,2025-10-06T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1983,"Record from 10/11/2025, 11:34:28.557 PM"
October,JQFAZH,N/A,0272119973956,2025-10-11T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1984,"Record from 10/12/2025, 1:11:41.916 AM"
October,SESTVK,N/A,0272117097826,2025-09-11T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1985,"Record from 10/12/2025, 12:14:46.387 AM"
October,UMTDON,N/A,0272113354151,2025-08-02T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1986,"Record from 10/12/2025, 1:01:39.816 AM"
October,HKWQFN,N/A,0272399983357,2025-03-18T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1987,"Record from 10/12/2025, 10:49:26.258 AM"
October,DXNUVQ,N/A,0272120969593,2025-10-21T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1992,"Record from 10/22/2025, 5:03:32.155 PM"
October,DGYFAA,N/A,0272119475663,2025-10-06T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 1999,"Record from 10/22/2025, 5:49:09.472 PM"
October,UDDTIA,N/A,0272118393921,2025-09-25T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 2000,"Record from 10/22/2025, 5:38:20.421 PM"
October,WNWVIU,N/A,0272120839663,2025-10-20T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 2012,"Record from 10/22/2025, 4:20:39.939 PM"
October,APNERE,N/A,0272117396415,2025-09-15T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 2021,"Record from 10/22/2025, 3:37:00.094 PM"
October,AKCTLD,N/A,0272120967481,2025-10-21T00:00:00.0000000Z,2-AFB Customer Check,Non-AFB Customer (Expected Skip),No AFB CUSTOMER remark found in booking,Record processed successfully but is not an AFB customer,No - Business Logic,None - Expected behavior for non-business customers,2025-11-21T20:35:01.580Z,Passenger Record 2022,"Record from 10/22/2025, 4:01:16.820 PM"
